Oficina de Control Migratorio,País,Año,Mes,Valor
Aeropuerto Internacional Jorge Chávez,SOMALIA,2020,11,0
Aeropuerto Internacional Jorge Chávez,STO. TOME Y PRINCIPE,2020,11,0
Aeropuerto Internacional Jorge Chávez,SUDAN,2020,11,0
Aeropuerto Internacional Jorge Chávez,SWAZILANDIA,2020,11,0
Otras Oficinas Migratorias,IRAN,2024,6,0
Otras Oficinas Migratorias,JORDANIA,2024,6,0
Otras Oficinas Migratorias,KAZAJSTAN,2024,6,0
Otras Oficinas Migratorias,KIRGUISTAN,2024,6,0
Otras Oficinas Migratorias,KUWAIT,2024,6,0
Otras Oficinas Migratorias,LAOS,2024,6,0
Otras Oficinas Migratorias,LIBANO,2024,6,0
Otras Oficinas Migratorias,MALDIVAS,2024,6,0
Otras Oficinas Migratorias,MONGOLIA,2024,6,0
Otras Oficinas Migratorias,MYANMAR,2024,6,12
Otras Oficinas Migratorias,NEPAL,2024,6,0
Otras Oficinas Migratorias,OMAN,2024,6,0
Otras Oficinas Migratorias,PAKISTAN,2024,6,1
Otras Oficinas Migratorias,PALESTINA,2024,6,0
Otras Oficinas Migratorias,SIKKIM,2024,6,0
Otras Oficinas Migratorias,SIRIA,2024,6,0
Otras Oficinas Migratorias,SRI LANKA,2024,6,13
Otras Oficinas Migratorias,TAYIKISTAN,2024,6,0
Otras Oficinas Migratorias,TURKMENISTAN,2024,6,0
Otras Oficinas Migratorias,UZBEKISTAN,2024,6,0
Otras Oficinas Migratorias,YEMEN,2024,6,0
Otras Oficinas Migratorias,TURQUIA,2024,6,18
Otras Oficinas Migratorias,SINGAPUR,2024,6,16
Otras Oficinas Migratorias,TAILANDIA,2024,6,3
Otras Oficinas Migratorias,TAIWAN,2024,6,25
Otras Oficinas Migratorias,VIETNAM,2024,6,11
Otras Oficinas Migratorias,BRUNEI,2024,3,0
Otras Oficinas Migratorias,CHINA (R.P),2024,3,106
Otras Oficinas Migratorias,COREA DEL SUR,2024,3,76
Otras Oficinas Migratorias,FILIPINAS,2024,3,167
Otras Oficinas Migratorias,HONG KONG,2024,3,11
Otras Oficinas Migratorias,INDONESIA,2024,3,78
Otras Oficinas Migratorias,JAPON,2024,3,103
Otras Oficinas Migratorias,MALASIA,2024,3,4
Otras Oficinas Migratorias,EMIRATOS ARABES UNIDOS,2024,3,0
Otras Oficinas Migratorias,INDIA,2024,3,74
Otras Oficinas Migratorias,ISRAEL,2024,3,15
Otras Oficinas Migratorias,IRAK,2024,3,0
Otras Oficinas Migratorias,KATAR,2024,3,0
Otras Oficinas Migratorias,AFGHANISTAN,2024,3,0
Otras Oficinas Migratorias,ARABIA SAUDITA,2024,3,0
Otras Oficinas Migratorias,ARMENIA,2024,3,0
Otras Oficinas Migratorias,AZERBAIYAN,2024,3,0
Otras Oficinas Migratorias,BAHREIN,2024,3,0
Otras Oficinas Migratorias,BANGLADESH,2024,3,0
Otras Oficinas Migratorias,BHUTAN,2024,3,0
Otras Oficinas Migratorias,CAMBOYA,2024,3,0
Otras Oficinas Migratorias,CEYLAN,2024,3,0
Otras Oficinas Migratorias,COREA DEL NORTE,2024,3,0
Otras Oficinas Migratorias,GEORGIA,2024,3,1
Otras Oficinas Migratorias,IRAN,2024,3,0
Otras Oficinas Migratorias,JORDANIA,2024,3,0
Otras Oficinas Migratorias,KAZAJSTAN,2024,3,2
Otras Oficinas Migratorias,KIRGUISTAN,2024,3,0
Otras Oficinas Migratorias,KUWAIT,2024,3,0
Otras Oficinas Migratorias,LAOS,2024,3,0
Otras Oficinas Migratorias,LIBANO,2024,3,1
Otras Oficinas Migratorias,MALDIVAS,2024,3,1
Otras Oficinas Migratorias,MONGOLIA,2024,3,0
Otras Oficinas Migratorias,MYANMAR,2024,3,0
Otras Oficinas Migratorias,NEPAL,2024,3,0
Otras Oficinas Migratorias,OMAN,2024,3,0
Otras Oficinas Migratorias,PAKISTAN,2024,3,3
Otras Oficinas Migratorias,PALESTINA,2024,3,0
Otras Oficinas Migratorias,SIKKIM,2024,3,0
Otras Oficinas Migratorias,SIRIA,2024,3,0
Otras Oficinas Migratorias,SRI LANKA,2024,3,6
Otras Oficinas Migratorias,TAYIKISTAN,2024,3,0
Otras Oficinas Migratorias,TURKMENISTAN,2024,3,0
Otras Oficinas Migratorias,UZBEKISTAN,2024,3,0
Otras Oficinas Migratorias,YEMEN,2024,3,0
Otras Oficinas Migratorias,TURQUIA,2024,3,20
Otras Oficinas Migratorias,SINGAPUR,2024,3,28
Otras Oficinas Migratorias,TAILANDIA,2024,3,13
Otras Oficinas Migratorias,TAIWAN,2024,3,3
Aeropuerto Internacional Jorge Chávez,GRANADA,2023,8,5
Aeropuerto Internacional Jorge Chávez,HAITI,2023,8,13
Aeropuerto Internacional Jorge Chávez,SAINT KITIS Y NEVIS,2023,8,0
Aeropuerto Internacional Jorge Chávez,SAN VIC.GRANADINAS,2023,8,0
Aeropuerto Internacional Jorge Chávez,SANTA LUCIA,2023,8,4
Aeropuerto Internacional Jorge Chávez,TRINIDAD Y TOBAGO,2023,8,43
Aeropuerto Internacional Jorge Chávez,COSTA RICA,2023,12,1853
Aeropuerto Internacional Jorge Chávez,PANAMA,2023,12,1274
Aeropuerto Internacional Jorge Chávez,PTO.RICO,2023,12,107
Aeropuerto Internacional Jorge Chávez,BAHAMAS,2023,12,7
Aeropuerto Internacional Jorge Chávez,CUBA,2023,12,435
Aeropuerto Internacional Jorge Chávez,EL SALVADOR,2023,12,305
Aeropuerto Internacional Jorge Chávez,GUATEMALA,2023,12,917
Aeropuerto Internacional Jorge Chávez,HONDURAS,2023,12,270
Aeropuerto Internacional Jorge Chávez,JAMAICA,2023,12,47
Aeropuerto Internacional Jorge Chávez,NICARAGUA,2023,12,58
Aeropuerto Internacional Jorge Chávez,REP.DOMINICANA,2023,12,772
Aeropuerto Internacional Jorge Chávez,ARUBA,2023,12,16
Aeropuerto Internacional Jorge Chávez,ANT.BARBUDA,2023,12,1
Aeropuerto Internacional Jorge Chávez,BARBADOS,2023,12,17
Aeropuerto Internacional Jorge Chávez,BELICE,2023,12,21
Aeropuerto Internacional Jorge Chávez,BERMUDAS,2023,12,0
Aeropuerto Internacional Jorge Chávez,DOMINICA,2023,12,3
Aeropuerto Internacional Jorge Chávez,GRANADA,2023,12,7
Aeropuerto Internacional Jorge Chávez,HAITI,2023,12,11
Aeropuerto Internacional Jorge Chávez,SAINT KITIS Y NEVIS,2023,12,5
Aeropuerto Internacional Jorge Chávez,SAN VIC.GRANADINAS,2023,12,3
Aeropuerto Internacional Jorge Chávez,SANTA LUCIA,2023,12,0
Aeropuerto Internacional Jorge Chávez,TRINIDAD Y TOBAGO,2023,12,33
Aeropuerto Internacional Jorge Chávez,COSTA RICA,2023,1,1566
Aeropuerto Internacional Jorge Chávez,PANAMA,2023,1,1041
Aeropuerto Internacional Jorge Chávez,PTO.RICO,2023,1,15
Aeropuerto Internacional Jorge Chávez,BAHAMAS,2023,1,5
Aeropuerto Internacional Jorge Chávez,CUBA,2023,1,260
Aeropuerto Internacional Jorge Chávez,EL SALVADOR,2023,1,160
Aeropuerto Internacional Jorge Chávez,GUATEMALA,2023,1,339
Aeropuerto Internacional Jorge Chávez,HONDURAS,2023,1,135
Aeropuerto Internacional Jorge Chávez,JAMAICA,2023,1,14
Aeropuerto Internacional Jorge Chávez,NICARAGUA,2023,1,58
Aeropuerto Internacional Jorge Chávez,REP.DOMINICANA,2023,1,371
Aeropuerto Internacional Jorge Chávez,ARUBA,2023,1,1
Aeropuerto Internacional Jorge Chávez,ANT.BARBUDA,2023,1,0
Aeropuerto Internacional Jorge Chávez,BARBADOS,2023,1,5
Aeropuerto Internacional Jorge Chávez,BELICE,2023,1,5
Aeropuerto Internacional Jorge Chávez,BERMUDAS,2023,1,0
Aeropuerto Internacional Jorge Chávez,DOMINICA,2023,1,2
Aeropuerto Internacional Jorge Chávez,GRANADA,2023,1,7
Aeropuerto Internacional Jorge Chávez,HAITI,2023,1,7
Aeropuerto Internacional Jorge Chávez,SAINT KITIS Y NEVIS,2023,1,0
Aeropuerto Internacional Jorge Chávez,SAN VIC.GRANADINAS,2023,1,0
Aeropuerto Internacional Jorge Chávez,SANTA LUCIA,2023,1,0
Aeropuerto Internacional Jorge Chávez,TRINIDAD Y TOBAGO,2023,1,10
Aeropuerto Internacional Jorge Chávez,COSTA RICA,2023,2,570
Aeropuerto Internacional Jorge Chávez,PANAMA,2023,2,935
Aeropuerto Internacional Jorge Chávez,PTO.RICO,2023,2,21
Aeropuerto Internacional Jorge Chávez,BAHAMAS,2023,2,10
Aeropuerto Internacional Jorge Chávez,CUBA,2023,2,273
Aeropuerto Internacional Jorge Chávez,EL SALVADOR,2023,2,120
Aeropuerto Internacional Jorge Chávez,GUATEMALA,2023,2,278
Aeropuerto Internacional Jorge Chávez,HONDURAS,2023,2,106
Aeropuerto Internacional Jorge Chávez,JAMAICA,2023,2,28
Aeropuerto Internacional Jorge Chávez,NICARAGUA,2023,2,42
Aeropuerto Internacional Jorge Chávez,REP.DOMINICANA,2023,2,359
Aeropuerto Internacional Jorge Chávez,ARUBA,2023,2,3
Aeropuerto Internacional Jorge Chávez,ANT.BARBUDA,2023,2,1
Aeropuerto Internacional Jorge Chávez,BARBADOS,2023,2,1
Aeropuerto Internacional Jorge Chávez,BELICE,2023,2,37
Aeropuerto Internacional Jorge Chávez,ECUADOR,2024,5,4499
Aeropuerto Internacional Jorge Chávez,ECUADOR,2024,11,4682
Aeropuerto Internacional Jorge Chávez,ECUADOR,2024,10,4739
Aeropuerto Internacional Jorge Chávez,ECUADOR,2024,9,4419
Aeropuerto Internacional Jorge Chávez,ECUADOR,2025,4,5315
Aeropuerto Internacional Jorge Chávez,ECUADOR,2025,8,
Aeropuerto Internacional Jorge Chávez,ECUADOR,2025,12,
Aeropuerto Internacional Jorge Chávez,ECUADOR,2025,1,2967
Aeropuerto Internacional Jorge Chávez,ECUADOR,2025,2,3998
Aeropuerto Internacional Jorge Chávez,ECUADOR,2025,7,
Aeropuerto Internacional Jorge Chávez,ECUADOR,2025,6,4737
Aeropuerto Internacional Jorge Chávez,ECUADOR,2025,3,4473
Aeropuerto Internacional Jorge Chávez,ECUADOR,2025,5,4608
Aeropuerto Internacional Jorge Chávez,ECUADOR,2025,11,
Aeropuerto Internacional Jorge Chávez,ECUADOR,2025,10,
Aeropuerto Internacional Jorge Chávez,ECUADOR,2025,9,
Desaguadero,ECUADOR,2019,4,172
Desaguadero,ECUADOR,2019,8,179
Desaguadero,ECUADOR,2019,12,122
Desaguadero,ECUADOR,2019,1,97
Desaguadero,ECUADOR,2019,2,103
Desaguadero,ECUADOR,2019,7,117
Desaguadero,ECUADOR,2019,6,102
Desaguadero,ECUADOR,2019,3,191
Desaguadero,ECUADOR,2019,5,102
Desaguadero,ECUADOR,2019,11,86
Desaguadero,ECUADOR,2019,10,62
Desaguadero,ECUADOR,2019,9,164
Kasani,ECUADOR,2019,4,54
Kasani,ECUADOR,2019,8,109
Kasani,ECUADOR,2019,12,32
Kasani,ECUADOR,2019,1,49
Kasani,ECUADOR,2019,2,33
Kasani,ECUADOR,2019,7,44
Kasani,ECUADOR,2019,6,33
Kasani,ECUADOR,2019,3,81
Kasani,ECUADOR,2019,5,46
Kasani,ECUADOR,2019,11,14
Kasani,ECUADOR,2019,10,33
Kasani,ECUADOR,2019,9,67
Desaguadero,ECUADOR,2020,4,0
Desaguadero,ECUADOR,2020,8,0
Desaguadero,ECUADOR,2020,12,0
Desaguadero,ECUADOR,2020,1,135
Desaguadero,ECUADOR,2020,2,231
Desaguadero,ECUADOR,2020,7,0
Desaguadero,ECUADOR,2020,6,0
Desaguadero,ECUADOR,2020,3,70
Desaguadero,ECUADOR,2020,5,0
Desaguadero,ECUADOR,2020,11,0
Desaguadero,ECUADOR,2020,10,0
Desaguadero,ECUADOR,2020,9,0
Kasani,ECUADOR,2020,4,0
Kasani,ECUADOR,2020,8,0
Kasani,ECUADOR,2020,12,0
Kasani,ECUADOR,2020,1,35
Kasani,ECUADOR,2020,2,48
Kasani,ECUADOR,2020,7,0
Kasani,ECUADOR,2020,6,0
Kasani,ECUADOR,2020,3,27
Kasani,ECUADOR,2020,5,0
Kasani,ECUADOR,2020,11,0
Kasani,ECUADOR,2020,10,0
Kasani,ECUADOR,2020,9,0
Desaguadero,ECUADOR,2021,4,0
Desaguadero,ECUADOR,2021,8,0
Desaguadero,ECUADOR,2021,12,0
Desaguadero,ECUADOR,2021,1,0
Desaguadero,ECUADOR,2021,2,0
Desaguadero,ECUADOR,2021,7,0
Desaguadero,ECUADOR,2021,6,0
Desaguadero,ECUADOR,2021,3,0
Desaguadero,ECUADOR,2021,5,0
Desaguadero,ECUADOR,2021,11,0
Desaguadero,ECUADOR,2021,10,0
Desaguadero,ECUADOR,2021,9,0
Kasani,ECUADOR,2021,4,0
Kasani,ECUADOR,2021,8,0
Kasani,ECUADOR,2021,12,0
Kasani,ECUADOR,2021,1,0
Kasani,ECUADOR,2021,2,0
Kasani,ECUADOR,2021,7,0
Kasani,ECUADOR,2021,6,0
Kasani,ECUADOR,2021,3,0
Kasani,ECUADOR,2021,5,0
Kasani,ECUADOR,2021,11,0
Kasani,ECUADOR,2021,10,0
Kasani,ECUADOR,2021,9,0
Desaguadero,ECUADOR,2022,4,48
Desaguadero,ECUADOR,2022,8,140
Desaguadero,ECUADOR,2022,12,68
Desaguadero,ECUADOR,2022,1,0
Desaguadero,ECUADOR,2022,2,3
Desaguadero,ECUADOR,2022,7,89
Desaguadero,ECUADOR,2022,6,63
Desaguadero,ECUADOR,2022,3,11
Desaguadero,ECUADOR,2022,5,48
Desaguadero,ECUADOR,2022,11,114
Desaguadero,ECUADOR,2022,10,108
Desaguadero,ECUADOR,2022,9,107
Kasani,ECUADOR,2022,4,37
Kasani,ECUADOR,2022,8,53
Kasani,ECUADOR,2022,12,15
Kasani,ECUADOR,2022,1,0
Kasani,ECUADOR,2022,2,0
Kasani,ECUADOR,2022,7,29
Kasani,ECUADOR,2022,6,24
Kasani,ECUADOR,2022,3,18
Kasani,ECUADOR,2022,5,46
Kasani,ECUADOR,2022,11,38
Kasani,ECUADOR,2022,10,49
Kasani,ECUADOR,2022,9,13
Desaguadero,ECUADOR,2023,4,56
Desaguadero,ECUADOR,2023,8,164
Desaguadero,ECUADOR,2023,12,138
Desaguadero,ECUADOR,2023,1,11
Desaguadero,ECUADOR,2023,2,0
Desaguadero,ECUADOR,2023,7,109
Desaguadero,ECUADOR,2023,6,92
Desaguadero,ECUADOR,2023,3,66
Desaguadero,ECUADOR,2023,5,188
Desaguadero,ECUADOR,2023,11,124
Desaguadero,ECUADOR,2023,10,80
Desaguadero,ECUADOR,2023,9,99
Kasani,ECUADOR,2023,4,0
Kasani,ECUADOR,2023,8,51
Kasani,ECUADOR,2023,12,40
Kasani,ECUADOR,2023,1,3
Kasani,ECUADOR,2023,2,0
Kasani,ECUADOR,2023,7,42
Kasani,ECUADOR,2023,6,47
Kasani,ECUADOR,2023,3,0
Kasani,ECUADOR,2023,5,23
Kasani,ECUADOR,2023,11,28
Kasani,ECUADOR,2023,10,20
Kasani,ECUADOR,2023,9,18
Desaguadero,ECUADOR,2024,4,135
Desaguadero,ECUADOR,2024,8,174
Desaguadero,ECUADOR,2024,12,180
Desaguadero,ECUADOR,2024,1,77
Desaguadero,ECUADOR,2024,2,125
Desaguadero,ECUADOR,2024,7,187
Desaguadero,ECUADOR,2024,6,106
Desaguadero,ECUADOR,2024,3,98
Desaguadero,ECUADOR,2024,5,190
Desaguadero,ECUADOR,2024,11,135
Desaguadero,ECUADOR,2024,10,77
Desaguadero,ECUADOR,2024,9,142
Kasani,ECUADOR,2024,4,68
Kasani,ECUADOR,2024,8,28
Kasani,ECUADOR,2024,12,18
Kasani,ECUADOR,2024,1,22
Kasani,ECUADOR,2024,2,20
Kasani,ECUADOR,2024,7,34
Kasani,ECUADOR,2024,6,31
Kasani,ECUADOR,2024,3,32
Kasani,ECUADOR,2024,5,22
Kasani,ECUADOR,2024,11,31
Kasani,ECUADOR,2024,10,31
Kasani,ECUADOR,2024,9,20
Desaguadero,ECUADOR,2025,4,145
Desaguadero,ECUADOR,2025,8,
Desaguadero,ECUADOR,2025,12,
Desaguadero,ECUADOR,2025,1,140
Desaguadero,ECUADOR,2025,2,97
Desaguadero,ECUADOR,2025,7,
Desaguadero,ECUADOR,2025,6,76
Desaguadero,ECUADOR,2025,3,164
Desaguadero,ECUADOR,2025,5,129
Desaguadero,ECUADOR,2025,11,
Desaguadero,ECUADOR,2025,10,
Desaguadero,ECUADOR,2025,9,
Kasani,ECUADOR,2025,4,30
Kasani,ECUADOR,2025,8,
Kasani,ECUADOR,2025,12,
Kasani,ECUADOR,2025,1,40
Kasani,ECUADOR,2025,2,15
Kasani,ECUADOR,2025,7,
Aeropuerto Internacional Jorge Chávez,KATAR,2024,5,1
Aeropuerto Internacional Jorge Chávez,AFGHANISTAN,2024,5,2
Aeropuerto Internacional Jorge Chávez,ARABIA SAUDITA,2024,5,35
Aeropuerto Internacional Jorge Chávez,ARMENIA,2024,5,18
Aeropuerto Internacional Jorge Chávez,AZERBAIYAN,2024,5,2
Aeropuerto Internacional Jorge Chávez,BAHREIN,2024,5,3
Aeropuerto Internacional Jorge Chávez,BANGLADESH,2024,5,8
Aeropuerto Internacional Jorge Chávez,BHUTAN,2024,5,0
Aeropuerto Internacional Jorge Chávez,CAMBOYA,2024,5,0
Aeropuerto Internacional Jorge Chávez,CEYLAN,2024,5,0
Aeropuerto Internacional Jorge Chávez,COREA DEL NORTE,2024,5,0
Aeropuerto Internacional Jorge Chávez,GEORGIA,2024,5,16
Aeropuerto Internacional Jorge Chávez,IRAN,2024,5,21
Aeropuerto Internacional Jorge Chávez,JORDANIA,2024,5,5
Aeropuerto Internacional Jorge Chávez,KAZAJSTAN,2024,5,28
Aeropuerto Internacional Jorge Chávez,KIRGUISTAN,2024,5,2
Aeropuerto Internacional Jorge Chávez,KUWAIT,2024,5,5
Aeropuerto Internacional Jorge Chávez,LAOS,2024,5,0
Aeropuerto Internacional Jorge Chávez,LIBANO,2024,5,16
Aeropuerto Internacional Jorge Chávez,MALDIVAS,2024,5,1
Aeropuerto Internacional Jorge Chávez,MONGOLIA,2024,5,13
Aeropuerto Internacional Jorge Chávez,MYANMAR,2024,5,21
Aeropuerto Internacional Jorge Chávez,NEPAL,2024,5,14
Aeropuerto Internacional Jorge Chávez,OMAN,2024,5,8
Aeropuerto Internacional Jorge Chávez,PAKISTAN,2024,5,20
Aeropuerto Internacional Jorge Chávez,PALESTINA,2024,5,2
Aeropuerto Internacional Jorge Chávez,SIKKIM,2024,5,0
Aeropuerto Internacional Jorge Chávez,SIRIA,2024,5,9
Aeropuerto Internacional Jorge Chávez,SRI LANKA,2024,5,15
Aeropuerto Internacional Jorge Chávez,TAYIKISTAN,2024,5,0
Aeropuerto Internacional Jorge Chávez,TURKMENISTAN,2024,5,11
Aeropuerto Internacional Jorge Chávez,UZBEKISTAN,2024,5,12
Aeropuerto Internacional Jorge Chávez,YEMEN,2024,5,0
Aeropuerto Internacional Jorge Chávez,TURQUIA,2024,5,218
Aeropuerto Internacional Jorge Chávez,SINGAPUR,2024,5,296
Aeropuerto Internacional Jorge Chávez,TAILANDIA,2024,5,168
Aeropuerto Internacional Jorge Chávez,TAIWAN,2024,5,576
Aeropuerto Internacional Jorge Chávez,VIETNAM,2024,5,69
Aeropuerto Internacional Jorge Chávez,BRUNEI,2024,11,24
Aeropuerto Internacional Jorge Chávez,CHINA (R.P),2024,11,4501
Aeropuerto Internacional Jorge Chávez,COREA DEL SUR,2024,11,2177
Aeropuerto Internacional Jorge Chávez,FILIPINAS,2024,11,279
Aeropuerto Internacional Jorge Chávez,HONG KONG,2024,11,267
Aeropuerto Internacional Jorge Chávez,INDONESIA,2024,11,209
Aeropuerto Internacional Jorge Chávez,JAPON,2024,11,1399
Aeropuerto Internacional Jorge Chávez,MALASIA,2024,11,190
Aeropuerto Internacional Jorge Chávez,EMIRATOS ARABES UNIDOS,2024,11,18
Aeropuerto Internacional Jorge Chávez,INDIA,2024,11,854
Aeropuerto Internacional Jorge Chávez,ISRAEL,2024,11,219
Aeropuerto Internacional Jorge Chávez,IRAK,2024,11,0
Aeropuerto Internacional Jorge Chávez,KATAR,2024,11,4
Aeropuerto Internacional Jorge Chávez,AFGHANISTAN,2024,11,0
Aeropuerto Internacional Jorge Chávez,ARABIA SAUDITA,2024,11,21
Aeropuerto Internacional Jorge Chávez,ARMENIA,2024,11,9
Aeropuerto Internacional Jorge Chávez,AZERBAIYAN,2024,11,3
Aeropuerto Internacional Jorge Chávez,BAHREIN,2024,11,0
Aeropuerto Internacional Jorge Chávez,BANGLADESH,2024,11,16
Aeropuerto Internacional Jorge Chávez,BHUTAN,2024,11,0
Aeropuerto Internacional Jorge Chávez,CAMBOYA,2024,11,7
Aeropuerto Internacional Jorge Chávez,CEYLAN,2024,11,0
Aeropuerto Internacional Jorge Chávez,COREA DEL NORTE,2024,11,0
Aeropuerto Internacional Jorge Chávez,GEORGIA,2024,11,10
Aeropuerto Internacional Jorge Chávez,IRAN,2024,11,14
Aeropuerto Internacional Jorge Chávez,JORDANIA,2024,11,8
Aeropuerto Internacional Jorge Chávez,KAZAJSTAN,2024,11,12
Aeropuerto Internacional Jorge Chávez,KIRGUISTAN,2024,11,2
Aeropuerto Internacional Jorge Chávez,KUWAIT,2024,11,1
Aeropuerto Internacional Jorge Chávez,LAOS,2024,11,2
Otras Oficinas Migratorias,COSTA RICA,2019,4,328
Otras Oficinas Migratorias,PANAMA,2019,4,12
Otras Oficinas Migratorias,PTO.RICO,2019,4,13
Otras Oficinas Migratorias,BAHAMAS,2019,4,0
Otras Oficinas Migratorias,CUBA,2019,4,8
Otras Oficinas Migratorias,EL SALVADOR,2019,4,10
Otras Oficinas Migratorias,GUATEMALA,2019,4,25
Otras Oficinas Migratorias,HONDURAS,2019,4,13
Otras Oficinas Migratorias,JAMAICA,2019,4,1
Otras Oficinas Migratorias,NICARAGUA,2019,4,0
Otras Oficinas Migratorias,REP.DOMINICANA,2019,4,9
Otras Oficinas Migratorias,ARUBA,2019,4,4
Otras Oficinas Migratorias,ANT.BARBUDA,2019,4,0
Otras Oficinas Migratorias,BARBADOS,2019,4,0
Otras Oficinas Migratorias,BELICE,2019,4,0
Otras Oficinas Migratorias,BERMUDAS,2019,4,0
Otras Oficinas Migratorias,DOMINICA,2019,4,1
Otras Oficinas Migratorias,GRANADA,2019,4,0
Otras Oficinas Migratorias,HAITI,2019,4,0
Otras Oficinas Migratorias,SAINT KITIS Y NEVIS,2019,4,0
Otras Oficinas Migratorias,SAN VIC.GRANADINAS,2019,4,0
Otras Oficinas Migratorias,SANTA LUCIA,2019,4,0
Otras Oficinas Migratorias,TRINIDAD Y TOBAGO,2019,4,1
Otras Oficinas Migratorias,COSTA RICA,2019,8,187
Otras Oficinas Migratorias,PANAMA,2019,8,55
Otras Oficinas Migratorias,PTO.RICO,2019,8,0
Otras Oficinas Migratorias,BAHAMAS,2019,8,0
Otras Oficinas Migratorias,CUBA,2019,8,19
Otras Oficinas Migratorias,EL SALVADOR,2019,8,12
Otras Oficinas Migratorias,GUATEMALA,2019,8,18
Otras Oficinas Migratorias,HONDURAS,2019,8,10
Otras Oficinas Migratorias,JAMAICA,2019,8,0
Otras Oficinas Migratorias,NICARAGUA,2019,8,3
Otras Oficinas Migratorias,REP.DOMINICANA,2019,8,33
Otras Oficinas Migratorias,ARUBA,2019,8,0
Otras Oficinas Migratorias,ANT.BARBUDA,2019,8,0
Otras Oficinas Migratorias,BARBADOS,2019,8,0
Otras Oficinas Migratorias,BELICE,2019,8,0
Otras Oficinas Migratorias,BERMUDAS,2019,8,0
Otras Oficinas Migratorias,DOMINICA,2019,8,0
Otras Oficinas Migratorias,GRANADA,2019,8,0
Otras Oficinas Migratorias,HAITI,2019,8,2
Otras Oficinas Migratorias,SAINT KITIS Y NEVIS,2019,8,0
Otras Oficinas Migratorias,SAN VIC.GRANADINAS,2019,8,2
Otras Oficinas Migratorias,SANTA LUCIA,2019,8,0
Otras Oficinas Migratorias,TRINIDAD Y TOBAGO,2019,8,2
Otras Oficinas Migratorias,COSTA RICA,2019,12,162
Otras Oficinas Migratorias,PANAMA,2019,12,35
Otras Oficinas Migratorias,PTO.RICO,2019,12,44
Otras Oficinas Migratorias,BAHAMAS,2019,12,1
Otras Oficinas Migratorias,CUBA,2019,12,8
Otras Oficinas Migratorias,EL SALVADOR,2019,12,12
Otras Oficinas Migratorias,GUATEMALA,2019,12,58
Otras Oficinas Migratorias,HONDURAS,2019,12,5
Otras Oficinas Migratorias,JAMAICA,2019,12,2
Otras Oficinas Migratorias,NICARAGUA,2019,12,6
Otras Oficinas Migratorias,REP.DOMINICANA,2019,12,37
Otras Oficinas Migratorias,ARUBA,2019,12,1
Otras Oficinas Migratorias,ANT.BARBUDA,2019,12,0
Otras Oficinas Migratorias,BARBADOS,2019,12,5
Otras Oficinas Migratorias,BELICE,2019,12,0
Otras Oficinas Migratorias,BERMUDAS,2019,12,0
Otras Oficinas Migratorias,DOMINICA,2019,12,0
Otras Oficinas Migratorias,GRANADA,2019,12,0
Otras Oficinas Migratorias,HAITI,2019,12,0
Otras Oficinas Migratorias,SAINT KITIS Y NEVIS,2019,12,0
Otras Oficinas Migratorias,SAN VIC.GRANADINAS,2019,12,0
Otras Oficinas Migratorias,SANTA LUCIA,2019,12,0
Otras Oficinas Migratorias,TRINIDAD Y TOBAGO,2019,12,2
Otras Oficinas Migratorias,COSTA RICA,2019,1,303
Otras Oficinas Migratorias,PANAMA,2019,1,35
Otras Oficinas Migratorias,PTO.RICO,2019,1,2
Otras Oficinas Migratorias,BAHAMAS,2019,1,0
Otras Oficinas Migratorias,CUBA,2019,1,5
Otras Oficinas Migratorias,RUMANIA,2019,4,13
Otras Oficinas Migratorias,UCRANIA,2019,4,9
Otras Oficinas Migratorias,SUECIA,2019,4,29
Otras Oficinas Migratorias,SUIZA,2019,4,92
Otras Oficinas Migratorias,RUSIA,2019,4,40
Otras Oficinas Migratorias,ALEMANIA,2019,8,387
Otras Oficinas Migratorias,BELGICA,2019,8,82
Otras Oficinas Migratorias,ESPAÑA,2019,8,437
Otras Oficinas Migratorias,FRANCIA,2019,8,605
Otras Oficinas Migratorias,ITALIA,2019,8,620
Otras Oficinas Migratorias,PAISES BAJOS (Holanda),2019,8,116
Otras Oficinas Migratorias,PORTUGAL,2019,8,41
Otras Oficinas Migratorias,REINO UNIDO,2019,8,585
Otras Oficinas Migratorias,AUSTRIA,2019,8,68
Otras Oficinas Migratorias,BELORUSIA,2019,8,2
Otras Oficinas Migratorias,BULGARIA,2019,8,5
Otras Oficinas Migratorias,DINAMARCA,2019,8,13
Otras Oficinas Migratorias,FINLANDIA,2019,8,3
Otras Oficinas Migratorias,GRECIA,2019,8,12
Otras Oficinas Migratorias,IRLANDA,2019,8,46
Otras Oficinas Migratorias,LUXEMBURGO,2019,8,9
Otras Oficinas Migratorias,NORUEGA,2019,8,9
Otras Oficinas Migratorias,POLONIA,2019,8,48
Otras Oficinas Migratorias,REP.CHECA,2019,8,13
