Oficina de Control Migratorio,País,Año,Mes,Valor
CEBAF - Tumbes,TURKMENISTAN,2020,6,0
CEBAF - Tumbes,UZBEKISTAN,2020,6,0
CEBAF - Tumbes,YEMEN,2020,6,0
CEBAF - Tumbes,TURQUIA,2020,6,0
CEBAF - Tumbes,SINGAPUR,2020,6,0
CEBAF - Tumbes,TAILANDIA,2020,6,0
CEBAF - Tumbes,TAIWAN,2020,6,0
CEBAF - Tumbes,VIETNAM,2020,6,0
CEBAF - Tumbes,BRUNEI,2020,3,0
CEBAF - Tumbes,CHINA (R.P),2020,3,3
CEBAF - Tumbes,COREA DEL SUR,2020,3,21
CEBAF - Tumbes,FILIPINAS,2020,3,0
CEBAF - Tumbes,HONG KONG,2020,3,1
CEBAF - Tumbes,INDONESIA,2020,3,0
CEBAF - Tumbes,JAPON,2020,3,16
CEBAF - Tumbes,MALASIA,2020,3,0
CEBAF - Tumbes,EMIRATOS ARABES UNIDOS,2020,3,0
CEBAF - Tumbes,INDIA,2020,3,1
CEBAF - Tumbes,ISRAEL,2020,3,15
CEBAF - Tumbes,IRAK,2020,3,0
CEBAF - Tumbes,KATAR,2020,3,0
CEBAF - Tumbes,AFGHANISTAN,2020,3,0
CEBAF - Tumbes,ARABIA SAUDITA,2020,3,0
CEBAF - Tumbes,ARMENIA,2020,3,0
CEBAF - Tumbes,AZERBAIYAN,2020,3,0
CEBAF - Tumbes,BAHREIN,2020,3,0
CEBAF - Tumbes,BANGLADESH,2020,3,0
CEBAF - Tumbes,BHUTAN,2020,3,0
CEBAF - Tumbes,CAMBOYA,2020,3,0
CEBAF - Tumbes,CEYLAN,2020,3,0
CEBAF - Tumbes,COREA DEL NORTE,2020,3,0
CEBAF - Tumbes,GEORGIA,2020,3,0
CEBAF - Tumbes,IRAN,2020,3,0
CEBAF - Tumbes,JORDANIA,2020,3,0
CEBAF - Tumbes,KAZAJSTAN,2020,3,0
CEBAF - Tumbes,KIRGUISTAN,2020,3,0
CEBAF - Tumbes,KUWAIT,2020,3,0
CEBAF - Tumbes,LAOS,2020,3,0
CEBAF - Tumbes,LIBANO,2020,3,0
CEBAF - Tumbes,MALDIVAS,2020,3,0
CEBAF - Tumbes,MONGOLIA,2020,3,0
CEBAF - Tumbes,MYANMAR,2020,3,0
CEBAF - Tumbes,NEPAL,2020,3,0
CEBAF - Tumbes,OMAN,2020,3,0
CEBAF - Tumbes,PAKISTAN,2020,3,0
CEBAF - Tumbes,PALESTINA,2020,3,0
CEBAF - Tumbes,SIKKIM,2020,3,0
CEBAF - Tumbes,SIRIA,2020,3,0
CEBAF - Tumbes,SRI LANKA,2020,3,0
CEBAF - Tumbes,TAYIKISTAN,2020,3,0
CEBAF - Tumbes,TURKMENISTAN,2020,3,0
CEBAF - Tumbes,UZBEKISTAN,2020,3,0
CEBAF - Tumbes,YEMEN,2020,3,0
CEBAF - Tumbes,TURQUIA,2020,3,0
CEBAF - Tumbes,SINGAPUR,2020,3,0
CEBAF - Tumbes,TAILANDIA,2020,3,0
CEBAF - Tumbes,TAIWAN,2020,3,3
CEBAF - Tumbes,VIETNAM,2020,3,0
CEBAF - Tumbes,BRUNEI,2020,5,0
CEBAF - Tumbes,CHINA (R.P),2020,5,0
CEBAF - Tumbes,COREA DEL SUR,2020,5,0
CEBAF - Tumbes,FILIPINAS,2020,5,0
CEBAF - Tumbes,HONG KONG,2020,5,0
CEBAF - Tumbes,INDONESIA,2020,5,0
CEBAF - Tumbes,JAPON,2020,5,0
CEBAF - Tumbes,MALASIA,2020,5,0
CEBAF - Tumbes,EMIRATOS ARABES UNIDOS,2020,5,0
CEBAF - Tumbes,INDIA,2020,5,0
CEBAF - Tumbes,ISRAEL,2020,5,0
CEBAF - Tumbes,IRAK,2020,5,0
CEBAF - Tumbes,KATAR,2020,5,0
CEBAF - Tumbes,AFGHANISTAN,2020,5,0
CEBAF - Tumbes,ARABIA SAUDITA,2020,5,0
CEBAF - Tumbes,ARMENIA,2020,5,0
CEBAF - Tumbes,AZERBAIYAN,2020,5,0
CEBAF - Tumbes,BAHREIN,2020,5,0
CEBAF - Tumbes,BANGLADESH,2020,5,0
CEBAF - Tumbes,BHUTAN,2020,5,0
CEBAF - Tumbes,CAMBOYA,2020,5,0
CEBAF - Tumbes,CEYLAN,2020,5,0
CEBAF - Tumbes,COREA DEL NORTE,2020,5,0
CEBAF - Tumbes,GEORGIA,2020,5,0
CEBAF - Tumbes,IRAN,2020,5,0
CEBAF - Tumbes,JORDANIA,2020,5,0
CEBAF - Tumbes,KAZAJSTAN,2020,5,0
CEBAF - Tumbes,KIRGUISTAN,2020,5,0
CEBAF - Tumbes,KUWAIT,2020,5,0
CEBAF - Tumbes,LAOS,2020,5,0
CEBAF - Tumbes,LIBANO,2020,5,0
CEBAF - Tumbes,MALDIVAS,2020,5,0
CEBAF - Tumbes,MONGOLIA,2020,5,0
CEBAF - Tumbes,MYANMAR,2020,5,0
CEBAF - Tumbes,NEPAL,2020,5,0
CEBAF - Tumbes,OMAN,2020,5,0
CEBAF - Tumbes,PAKISTAN,2020,5,0
CEBAF - Tumbes,PALESTINA,2020,5,0
CEBAF - Tumbes,SIKKIM,2020,5,0
CEBAF - Tumbes,SIRIA,2020,5,0
CEBAF - Tumbes,SRI LANKA,2020,5,0
CEBAF - Tumbes,TAYIKISTAN,2020,5,0
CEBAF - Tumbes,TURKMENISTAN,2020,5,0
CEBAF - Tumbes,UZBEKISTAN,2020,5,0
CEBAF - Tumbes,YEMEN,2020,5,0
CEBAF - Tumbes,TURQUIA,2020,5,0
CEBAF - Tumbes,SINGAPUR,2020,5,0
CEBAF - Tumbes,TAILANDIA,2020,5,0
CEBAF - Tumbes,TAIWAN,2020,5,0
CEBAF - Tumbes,VIETNAM,2020,5,0
CEBAF - Tumbes,BRUNEI,2020,11,0
CEBAF - Tumbes,CHINA (R.P),2020,11,0
CEBAF - Tumbes,COREA DEL SUR,2020,11,0
CEBAF - Tumbes,FILIPINAS,2020,11,0
CEBAF - Tumbes,HONG KONG,2020,11,0
CEBAF - Tumbes,INDONESIA,2020,11,0
CEBAF - Tumbes,JAPON,2020,11,0
CEBAF - Tumbes,MALASIA,2020,11,0
CEBAF - Tumbes,EMIRATOS ARABES UNIDOS,2020,11,0
CEBAF - Tumbes,INDIA,2020,11,0
CEBAF - Tumbes,ISRAEL,2020,11,0
CEBAF - Tumbes,IRAK,2020,11,0
CEBAF - Tumbes,KATAR,2020,11,0
CEBAF - Tumbes,AFGHANISTAN,2020,11,0
CEBAF - Tumbes,ARABIA SAUDITA,2020,11,0
CEBAF - Tumbes,ARMENIA,2020,11,0
CEBAF - Tumbes,AZERBAIYAN,2020,11,0
CEBAF - Tumbes,BAHREIN,2020,11,0
CEBAF - Tumbes,BANGLADESH,2020,11,0
CEBAF - Tumbes,BHUTAN,2020,11,0
CEBAF - Tumbes,CAMBOYA,2020,11,0
CEBAF - Tumbes,CEYLAN,2020,11,0
CEBAF - Tumbes,COREA DEL NORTE,2020,11,0
CEBAF - Tumbes,GEORGIA,2020,11,0
CEBAF - Tumbes,IRAN,2020,11,0
CEBAF - Tumbes,JORDANIA,2020,11,0
CEBAF - Tumbes,KAZAJSTAN,2020,11,0
CEBAF - Tumbes,KIRGUISTAN,2020,11,0
CEBAF - Tumbes,KUWAIT,2020,11,0
CEBAF - Tumbes,LAOS,2020,11,0
CEBAF - Tumbes,LIBANO,2020,11,0
CEBAF - Tumbes,MALDIVAS,2020,11,0
CEBAF - Tumbes,MONGOLIA,2020,11,0
CEBAF - Tumbes,MYANMAR,2020,11,0
CEBAF - Tumbes,NEPAL,2020,11,0
CEBAF - Tumbes,OMAN,2020,11,0
CEBAF - Tumbes,PAKISTAN,2020,11,0
CEBAF - Tumbes,PALESTINA,2020,11,0
CEBAF - Tumbes,SIKKIM,2020,11,0
CEBAF - Tumbes,SIRIA,2020,11,0
CEBAF - Tumbes,SRI LANKA,2020,11,0
CEBAF - Tumbes,TAYIKISTAN,2020,11,0
CEBAF - Tumbes,TURKMENISTAN,2020,11,0
CEBAF - Tumbes,UZBEKISTAN,2020,11,0
CEBAF - Tumbes,YEMEN,2020,11,0
CEBAF - Tumbes,TURQUIA,2020,11,0
CEBAF - Tumbes,SINGAPUR,2020,11,0
CEBAF - Tumbes,TAILANDIA,2020,11,0
CEBAF - Tumbes,TAIWAN,2020,11,0
CEBAF - Tumbes,VIETNAM,2020,11,0
CEBAF - Tumbes,BRUNEI,2020,10,0
CEBAF - Tumbes,CHINA (R.P),2020,10,0
CEBAF - Tumbes,COREA DEL SUR,2020,10,0
CEBAF - Tumbes,FILIPINAS,2020,10,0
CEBAF - Tumbes,HONG KONG,2020,10,0
CEBAF - Tumbes,INDONESIA,2020,10,0
CEBAF - Tumbes,JAPON,2020,10,0
CEBAF - Tumbes,MALASIA,2020,10,0
CEBAF - Tumbes,EMIRATOS ARABES UNIDOS,2020,10,0
CEBAF - Tumbes,INDIA,2020,10,0
CEBAF - Tumbes,ISRAEL,2020,10,0
CEBAF - Tumbes,IRAK,2020,10,0
CEBAF - Tumbes,KATAR,2020,10,0
CEBAF - Tumbes,AFGHANISTAN,2020,10,0
CEBAF - Tumbes,ARABIA SAUDITA,2020,10,0
CEBAF - Tumbes,ARMENIA,2020,10,0
CEBAF - Tumbes,AZERBAIYAN,2020,10,0
CEBAF - Tumbes,BAHREIN,2020,10,0
CEBAF - Tumbes,BANGLADESH,2020,10,0
CEBAF - Tumbes,BHUTAN,2020,10,0
CEBAF - Tumbes,CAMBOYA,2020,10,0
CEBAF - Tumbes,CEYLAN,2020,10,0
CEBAF - Tumbes,COREA DEL NORTE,2020,10,0
CEBAF - Tumbes,GEORGIA,2020,10,0
CEBAF - Tumbes,IRAN,2020,10,0
CEBAF - Tumbes,JORDANIA,2020,10,0
CEBAF - Tumbes,KAZAJSTAN,2020,10,0
CEBAF - Tumbes,KIRGUISTAN,2020,10,0
CEBAF - Tumbes,KUWAIT,2020,10,0
CEBAF - Tumbes,LAOS,2020,10,0
CEBAF - Tumbes,LIBANO,2020,10,0
CEBAF - Tumbes,MALDIVAS,2020,10,0
CEBAF - Tumbes,MONGOLIA,2020,10,0
CEBAF - Tumbes,MYANMAR,2020,10,0
CEBAF - Tumbes,NEPAL,2020,10,0
CEBAF - Tumbes,OMAN,2020,10,0
CEBAF - Tumbes,PAKISTAN,2020,10,0
CEBAF - Tumbes,PALESTINA,2020,10,0
CEBAF - Tumbes,SIKKIM,2020,10,0
CEBAF - Tumbes,SIRIA,2020,10,0
CEBAF - Tumbes,SRI LANKA,2020,10,0
CEBAF - Tumbes,TAYIKISTAN,2020,10,0
CEBAF - Tumbes,TURKMENISTAN,2020,10,0
CEBAF - Tumbes,UZBEKISTAN,2020,10,0
CEBAF - Tumbes,YEMEN,2020,10,0
CEBAF - Tumbes,TURQUIA,2020,10,0
CEBAF - Tumbes,SINGAPUR,2020,10,0
CEBAF - Tumbes,TAILANDIA,2020,10,0
CEBAF - Tumbes,TAIWAN,2020,10,0
CEBAF - Tumbes,VIETNAM,2020,10,0
CEBAF - Tumbes,BRUNEI,2020,9,0
CEBAF - Tumbes,CHINA (R.P),2020,9,0
CEBAF - Tumbes,COREA DEL SUR,2020,9,0
CEBAF - Tumbes,FILIPINAS,2020,9,0
CEBAF - Tumbes,HONG KONG,2020,9,0
CEBAF - Tumbes,INDONESIA,2020,9,0
CEBAF - Tumbes,JAPON,2020,9,0
CEBAF - Tumbes,MALASIA,2020,9,0
CEBAF - Tumbes,EMIRATOS ARABES UNIDOS,2020,9,0
CEBAF - Tumbes,INDIA,2020,9,0
CEBAF - Tumbes,ISRAEL,2020,9,0
CEBAF - Tumbes,IRAK,2020,9,0
CEBAF - Tumbes,KATAR,2020,9,0
CEBAF - Tumbes,AFGHANISTAN,2020,9,0
CEBAF - Tumbes,ARABIA SAUDITA,2020,9,0
CEBAF - Tumbes,ARMENIA,2020,9,0
CEBAF - Tumbes,AZERBAIYAN,2020,9,0
CEBAF - Tumbes,BAHREIN,2020,9,0
CEBAF - Tumbes,BANGLADESH,2020,9,0
CEBAF - Tumbes,BHUTAN,2020,9,0
CEBAF - Tumbes,CAMBOYA,2020,9,0
CEBAF - Tumbes,CEYLAN,2020,9,0
CEBAF - Tumbes,COREA DEL NORTE,2020,9,0
CEBAF - Tumbes,GEORGIA,2020,9,0
CEBAF - Tumbes,IRAN,2020,9,0
CEBAF - Tumbes,JORDANIA,2020,9,0
CEBAF - Tumbes,KAZAJSTAN,2020,9,0
CEBAF - Tumbes,KIRGUISTAN,2020,9,0
CEBAF - Tumbes,KUWAIT,2020,9,0
CEBAF - Tumbes,LAOS,2020,9,0
CEBAF - Tumbes,LIBANO,2020,9,0
CEBAF - Tumbes,MALDIVAS,2020,9,0
CEBAF - Tumbes,MONGOLIA,2020,9,0
CEBAF - Tumbes,MYANMAR,2020,9,0
CEBAF - Tumbes,NEPAL,2020,9,0
CEBAF - Tumbes,OMAN,2020,9,0
CEBAF - Tumbes,PAKISTAN,2020,9,0
CEBAF - Tumbes,PALESTINA,2020,9,0
CEBAF - Tumbes,SIKKIM,2020,9,0
CEBAF - Tumbes,SIRIA,2020,9,0
CEBAF - Tumbes,SRI LANKA,2020,9,0
CEBAF - Tumbes,TAYIKISTAN,2020,9,0
CEBAF - Tumbes,TURKMENISTAN,2020,9,0
CEBAF - Tumbes,UZBEKISTAN,2020,9,0
CEBAF - Tumbes,YEMEN,2020,9,0
CEBAF - Tumbes,TURQUIA,2020,9,0
CEBAF - Tumbes,SINGAPUR,2020,9,0
CEBAF - Tumbes,TAILANDIA,2020,9,0
CEBAF - Tumbes,TAIWAN,2020,9,0
CEBAF - Tumbes,VIETNAM,2020,9,0
CEBAF - Tumbes,ALEMANIA,2020,4,0
CEBAF - Tumbes,BELGICA,2020,4,0
CEBAF - Tumbes,ESPAÑA,2020,4,0
CEBAF - Tumbes,FRANCIA,2020,4,0
CEBAF - Tumbes,ITALIA,2020,4,0
CEBAF - Tumbes,PAISES BAJOS (Holanda),2020,4,0
CEBAF - Tumbes,PORTUGAL,2020,4,0
CEBAF - Tumbes,REINO UNIDO,2020,4,0
CEBAF - Tumbes,AUSTRIA,2020,4,0
CEBAF - Tumbes,BELORUSIA,2020,4,0
CEBAF - Tumbes,BULGARIA,2020,4,0
CEBAF - Tumbes,DINAMARCA,2020,4,0
CEBAF - Tumbes,FINLANDIA,2020,4,0
CEBAF - Tumbes,GRECIA,2020,4,0
CEBAF - Tumbes,IRLANDA,2020,4,0
CEBAF - Tumbes,LUXEMBURGO,2020,4,0
CEBAF - Tumbes,NORUEGA,2020,4,0
CEBAF - Tumbes,POLONIA,2020,4,0
CEBAF - Tumbes,REP.CHECA,2020,4,0
CEBAF - Tumbes,CROACIA,2020,4,0
CEBAF - Tumbes,ESLOVAQUIA,2020,4,0
CEBAF - Tumbes,ESLOVENIA,2020,4,0
CEBAF - Tumbes,HUNGRIA,2020,4,0
CEBAF - Tumbes,LITUANIA,2020,4,0
CEBAF - Tumbes,ALBANIA,2020,4,0
CEBAF - Tumbes,ANDORRA,2020,4,0
CEBAF - Tumbes,BOSNIA Y HERZEGOVINA,2020,4,0
CEBAF - Tumbes,CHIPRE,2020,4,0
CEBAF - Tumbes,ESTONIA,2020,4,0
CEBAF - Tumbes,EX R.YUG.MACEDONIA,2020,4,0
CEBAF - Tumbes,GROENLANDIA,2020,4,0
CEBAF - Tumbes,ISLANDIA,2020,4,0
CEBAF - Tumbes,LETONIA,2020,4,0
CEBAF - Tumbes,LIECHTENSTEIN,2020,4,0
CEBAF - Tumbes,MALTA,2020,4,0
CEBAF - Tumbes,MONACO,2020,4,0
CEBAF - Tumbes,R.F.YUGOSLAVIA,2020,4,0
CEBAF - Tumbes,REP.MOLDOVA,2020,4,0
CEBAF - Tumbes,SAN MARINO,2020,4,0
CEBAF - Tumbes,VATICANO,2020,4,0
CEBAF - Tumbes,RUMANIA,2020,4,0
CEBAF - Tumbes,UCRANIA,2020,4,0
CEBAF - Tumbes,SUECIA,2020,4,0
CEBAF - Tumbes,SUIZA,2020,4,0
CEBAF - Tumbes,RUSIA,2020,4,0
CEBAF - Tumbes,ALEMANIA,2020,8,0
CEBAF - Tumbes,BELGICA,2020,8,0
CEBAF - Tumbes,ESPAÑA,2020,8,0
CEBAF - Tumbes,FRANCIA,2020,8,0
CEBAF - Tumbes,ITALIA,2020,8,0
CEBAF - Tumbes,PAISES BAJOS (Holanda),2020,8,0
CEBAF - Tumbes,PORTUGAL,2020,8,0
CEBAF - Tumbes,REINO UNIDO,2020,8,0
CEBAF - Tumbes,AUSTRIA,2020,8,0
CEBAF - Tumbes,BELORUSIA,2020,8,0
CEBAF - Tumbes,BULGARIA,2020,8,0
CEBAF - Tumbes,DINAMARCA,2020,8,0
CEBAF - Tumbes,FINLANDIA,2020,8,0
CEBAF - Tumbes,GRECIA,2020,8,0
CEBAF - Tumbes,IRLANDA,2020,8,0
CEBAF - Tumbes,LUXEMBURGO,2020,8,0
CEBAF - Tumbes,NORUEGA,2020,8,0
CEBAF - Tumbes,POLONIA,2020,8,0
CEBAF - Tumbes,REP.CHECA,2020,8,0
CEBAF - Tumbes,CROACIA,2020,8,0
CEBAF - Tumbes,ESLOVAQUIA,2020,8,0
CEBAF - Tumbes,ESLOVENIA,2020,8,0
CEBAF - Tumbes,HUNGRIA,2020,8,0
CEBAF - Tumbes,LITUANIA,2020,8,0
CEBAF - Tumbes,ALBANIA,2020,8,0
CEBAF - Tumbes,ANDORRA,2020,8,0
CEBAF - Tumbes,BOSNIA Y HERZEGOVINA,2020,8,0
CEBAF - Tumbes,CHIPRE,2020,8,0
CEBAF - Tumbes,ESTONIA,2020,8,0
CEBAF - Tumbes,EX R.YUG.MACEDONIA,2020,8,0
CEBAF - Tumbes,GROENLANDIA,2020,8,0
CEBAF - Tumbes,ISLANDIA,2020,8,0
CEBAF - Tumbes,LETONIA,2020,8,0
CEBAF - Tumbes,LIECHTENSTEIN,2020,8,0
CEBAF - Tumbes,MALTA,2020,8,0
CEBAF - Tumbes,MONACO,2020,8,0
CEBAF - Tumbes,R.F.YUGOSLAVIA,2020,8,0
CEBAF - Tumbes,REP.MOLDOVA,2020,8,0
CEBAF - Tumbes,SAN MARINO,2020,8,0
CEBAF - Tumbes,VATICANO,2020,8,0
CEBAF - Tumbes,RUMANIA,2020,8,0
CEBAF - Tumbes,UCRANIA,2020,8,0
CEBAF - Tumbes,SUECIA,2020,8,0
CEBAF - Tumbes,SUIZA,2020,8,0
CEBAF - Tumbes,RUSIA,2020,8,0
CEBAF - Tumbes,ALEMANIA,2020,12,0
CEBAF - Tumbes,BELGICA,2020,12,0
CEBAF - Tumbes,ESPAÑA,2020,12,0
CEBAF - Tumbes,FRANCIA,2020,12,0
CEBAF - Tumbes,ITALIA,2020,12,0
CEBAF - Tumbes,PAISES BAJOS (Holanda),2020,12,0
CEBAF - Tumbes,PORTUGAL,2020,12,0
CEBAF - Tumbes,REINO UNIDO,2020,12,0
CEBAF - Tumbes,AUSTRIA,2020,12,0
CEBAF - Tumbes,BELORUSIA,2020,12,0
CEBAF - Tumbes,BULGARIA,2020,12,0
CEBAF - Tumbes,DINAMARCA,2020,12,0
CEBAF - Tumbes,FINLANDIA,2020,12,0
CEBAF - Tumbes,GRECIA,2020,12,0
CEBAF - Tumbes,IRLANDA,2020,12,0
CEBAF - Tumbes,LUXEMBURGO,2020,12,0
CEBAF - Tumbes,NORUEGA,2020,12,0
CEBAF - Tumbes,POLONIA,2020,12,0
CEBAF - Tumbes,REP.CHECA,2020,12,0
CEBAF - Tumbes,CROACIA,2020,12,0
CEBAF - Tumbes,ESLOVAQUIA,2020,12,0
CEBAF - Tumbes,ESLOVENIA,2020,12,0
CEBAF - Tumbes,HUNGRIA,2020,12,0
CEBAF - Tumbes,LITUANIA,2020,12,0
CEBAF - Tumbes,ALBANIA,2020,12,0
CEBAF - Tumbes,ANDORRA,2020,12,0
CEBAF - Tumbes,BOSNIA Y HERZEGOVINA,2020,12,0
CEBAF - Tumbes,CHIPRE,2020,12,0
CEBAF - Tumbes,ESTONIA,2020,12,0
CEBAF - Tumbes,EX R.YUG.MACEDONIA,2020,12,0
CEBAF - Tumbes,GROENLANDIA,2020,12,0
CEBAF - Tumbes,ISLANDIA,2020,12,0
CEBAF - Tumbes,LETONIA,2020,12,0
CEBAF - Tumbes,LIECHTENSTEIN,2020,12,0
CEBAF - Tumbes,MALTA,2020,12,0
CEBAF - Tumbes,MONACO,2020,12,0
CEBAF - Tumbes,R.F.YUGOSLAVIA,2020,12,0
CEBAF - Tumbes,REP.MOLDOVA,2020,12,0
CEBAF - Tumbes,SAN MARINO,2020,12,0
CEBAF - Tumbes,VATICANO,2020,12,0
CEBAF - Tumbes,RUMANIA,2020,12,0
CEBAF - Tumbes,UCRANIA,2020,12,0
CEBAF - Tumbes,SUECIA,2020,12,0
CEBAF - Tumbes,SUIZA,2020,12,0
CEBAF - Tumbes,RUSIA,2020,12,0
CEBAF - Tumbes,ALEMANIA,2020,1,265
CEBAF - Tumbes,BELGICA,2020,1,23
CEBAF - Tumbes,ESPAÑA,2020,1,147
CEBAF - Tumbes,FRANCIA,2020,1,218
CEBAF - Tumbes,ITALIA,2020,1,67
CEBAF - Tumbes,PAISES BAJOS (Holanda),2020,1,97
CEBAF - Tumbes,PORTUGAL,2020,1,43
CEBAF - Tumbes,REINO UNIDO,2020,1,114
CEBAF - Tumbes,AUSTRIA,2020,1,19
CEBAF - Tumbes,BELORUSIA,2020,1,2
CEBAF - Tumbes,BULGARIA,2020,1,1
CEBAF - Tumbes,DINAMARCA,2020,1,19
CEBAF - Tumbes,FINLANDIA,2020,1,8
CEBAF - Tumbes,GRECIA,2020,1,3
CEBAF - Tumbes,IRLANDA,2020,1,22
CEBAF - Tumbes,LUXEMBURGO,2020,1,2
CEBAF - Tumbes,NORUEGA,2020,1,9
CEBAF - Tumbes,POLONIA,2020,1,21
CEBAF - Tumbes,REP.CHECA,2020,1,16
CEBAF - Tumbes,CROACIA,2020,1,10
CEBAF - Tumbes,ESLOVAQUIA,2020,1,3
CEBAF - Tumbes,ESLOVENIA,2020,1,4
CEBAF - Tumbes,HUNGRIA,2020,1,4
CEBAF - Tumbes,LITUANIA,2020,1,2
CEBAF - Tumbes,ALBANIA,2020,1,0
CEBAF - Tumbes,ANDORRA,2020,1,0
CEBAF - Tumbes,BOSNIA Y HERZEGOVINA,2020,1,0
CEBAF - Tumbes,CHIPRE,2020,1,0
CEBAF - Tumbes,ESTONIA,2020,1,0
CEBAF - Tumbes,EX R.YUG.MACEDONIA,2020,1,0
CEBAF - Tumbes,GROENLANDIA,2020,1,0
CEBAF - Tumbes,ISLANDIA,2020,1,0
CEBAF - Tumbes,LETONIA,2020,1,5
CEBAF - Tumbes,LIECHTENSTEIN,2020,1,2
CEBAF - Tumbes,MALTA,2020,1,0
CEBAF - Tumbes,MONACO,2020,1,0
CEBAF - Tumbes,R.F.YUGOSLAVIA,2020,1,0
CEBAF - Tumbes,REP.MOLDOVA,2020,1,1
CEBAF - Tumbes,SAN MARINO,2020,1,0
CEBAF - Tumbes,VATICANO,2020,1,0
CEBAF - Tumbes,RUMANIA,2020,1,8
CEBAF - Tumbes,UCRANIA,2020,1,8
CEBAF - Tumbes,SUECIA,2020,1,24
CEBAF - Tumbes,SUIZA,2020,1,61
CEBAF - Tumbes,RUSIA,2020,1,31
CEBAF - Tumbes,ALEMANIA,2020,2,230
CEBAF - Tumbes,BELGICA,2020,2,24
CEBAF - Tumbes,ESPAÑA,2020,2,148
CEBAF - Tumbes,FRANCIA,2020,2,230
CEBAF - Tumbes,ITALIA,2020,2,78
CEBAF - Tumbes,PAISES BAJOS (Holanda),2020,2,65
CEBAF - Tumbes,PORTUGAL,2020,2,12
CEBAF - Tumbes,REINO UNIDO,2020,2,112
CEBAF - Tumbes,AUSTRIA,2020,2,18
CEBAF - Tumbes,BELORUSIA,2020,2,0
CEBAF - Tumbes,BULGARIA,2020,2,5
CEBAF - Tumbes,DINAMARCA,2020,2,22
CEBAF - Tumbes,FINLANDIA,2020,2,3
CEBAF - Tumbes,GRECIA,2020,2,3
CEBAF - Tumbes,IRLANDA,2020,2,16
CEBAF - Tumbes,LUXEMBURGO,2020,2,0
CEBAF - Tumbes,NORUEGA,2020,2,5
CEBAF - Tumbes,POLONIA,2020,2,24
CEBAF - Tumbes,REP.CHECA,2020,2,30
CEBAF - Tumbes,CROACIA,2020,2,2
CEBAF - Tumbes,ESLOVAQUIA,2020,2,3
CEBAF - Tumbes,ESLOVENIA,2020,2,0
CEBAF - Tumbes,HUNGRIA,2020,2,7
CEBAF - Tumbes,LITUANIA,2020,2,7
CEBAF - Tumbes,ALBANIA,2020,2,1
CEBAF - Tumbes,ANDORRA,2020,2,0
CEBAF - Tumbes,BOSNIA Y HERZEGOVINA,2020,2,0
CEBAF - Tumbes,CHIPRE,2020,2,0
CEBAF - Tumbes,ESTONIA,2020,2,3
CEBAF - Tumbes,EX R.YUG.MACEDONIA,2020,2,0
CEBAF - Tumbes,GROENLANDIA,2020,2,0
CEBAF - Tumbes,ISLANDIA,2020,2,5
CEBAF - Tumbes,LETONIA,2020,2,9
CEBAF - Tumbes,LIECHTENSTEIN,2020,2,0
CEBAF - Tumbes,MALTA,2020,2,0
CEBAF - Tumbes,MONACO,2020,2,0
CEBAF - Tumbes,R.F.YUGOSLAVIA,2020,2,0
CEBAF - Tumbes,REP.MOLDOVA,2020,2,0
CEBAF - Tumbes,SAN MARINO,2020,2,0
CEBAF - Tumbes,VATICANO,2020,2,0
CEBAF - Tumbes,RUMANIA,2020,2,3
CEBAF - Tumbes,UCRANIA,2020,2,10
CEBAF - Tumbes,SUECIA,2020,2,20
CEBAF - Tumbes,SUIZA,2020,2,65
CEBAF - Tumbes,RUSIA,2020,2,13
CEBAF - Tumbes,ALEMANIA,2020,7,0
CEBAF - Tumbes,BELGICA,2020,7,0
CEBAF - Tumbes,ESPAÑA,2020,7,0
CEBAF - Tumbes,FRANCIA,2020,7,0
CEBAF - Tumbes,ITALIA,2020,7,0
CEBAF - Tumbes,PAISES BAJOS (Holanda),2020,7,0
CEBAF - Tumbes,PORTUGAL,2020,7,0
CEBAF - Tumbes,REINO UNIDO,2020,7,0
CEBAF - Tumbes,AUSTRIA,2020,7,0
CEBAF - Tumbes,BELORUSIA,2020,7,0
CEBAF - Tumbes,BULGARIA,2020,7,0
CEBAF - Tumbes,DINAMARCA,2020,7,0
CEBAF - Tumbes,FINLANDIA,2020,7,0
CEBAF - Tumbes,GRECIA,2020,7,0
CEBAF - Tumbes,IRLANDA,2020,7,0
CEBAF - Tumbes,LUXEMBURGO,2020,7,0
CEBAF - Tumbes,NORUEGA,2020,7,0
CEBAF - Tumbes,POLONIA,2020,7,0
CEBAF - Tumbes,REP.CHECA,2020,7,0
CEBAF - Tumbes,CROACIA,2020,7,0
CEBAF - Tumbes,ESLOVAQUIA,2020,7,0
CEBAF - Tumbes,ESLOVENIA,2020,7,0
CEBAF - Tumbes,HUNGRIA,2020,7,0
CEBAF - Tumbes,LITUANIA,2020,7,0
CEBAF - Tumbes,ALBANIA,2020,7,0
CEBAF - Tumbes,ANDORRA,2020,7,0
CEBAF - Tumbes,BOSNIA Y HERZEGOVINA,2020,7,0
CEBAF - Tumbes,CHIPRE,2020,7,0
CEBAF - Tumbes,ESTONIA,2020,7,0
CEBAF - Tumbes,EX R.YUG.MACEDONIA,2020,7,0
CEBAF - Tumbes,GROENLANDIA,2020,7,0
CEBAF - Tumbes,ISLANDIA,2020,7,0
CEBAF - Tumbes,LETONIA,2020,7,0
CEBAF - Tumbes,LIECHTENSTEIN,2020,7,0
